session_id,object_position,heading,target,value,time,view_point
6,520,0,0,353.9559,6.52399999999761,180
6,863,0,0,0.2246882,7.62799999999697,180
6,715,0,45,88.42757,12.5199999999968,180
6,523,0,45,40.65676,5.01200000000244,180
6,718,0,90,117.8973,8.07099999999627,180
6,203,0,90,43.14492,5.93700000000536,180
6,206,0,135,135,5.77300000000105,180
6,528,0,135,135,5.21699999999692,180
6,205,0,180,178.8767,5.79299999999785,180
6,638,0,180,176.1859,14.1310000000012,180
6,527,0,225,249.1736,14.8549999999959,180
6,507,0,225,218.7966,7.40400000000227,180
6,867,0,270,257.8286,12.5980000000054,180
6,634,0,270,225,16.4959999999992,180
6,714,0,315,296.4751,10.6209999999992,180
6,632,0,315,291.9948,8.62700000000041,180
6,751,45,0,295.7505,6.23300000000017,180
6,731,45,0,296.4751,12.0409999999974,180
6,735,45,45,30.03045,7.65399999999499,180
6,410,45,45,28.24713,5.58399999999529,180
6,406,45,90,34.1542,26.6650000000009,180
6,102,45,90,45,21.6330000000016,180
6,105,45,135,135,19.9370000000054,180
6,538,45,135,119.9622,10.4370000000054,180
6,107,45,180,103.8775,22.1100000000006,180
6,107,45,180,135,18.5679999999993,180
6,107,45,180,103.8775,22.1100000000006,180
6,107,45,180,135,18.5679999999993,180
6,104,45,225,135,13.4629999999961,180
6,537,45,225,225,18.387999999999,180
6,534,45,270,250.76,19.0930000000008,180
6,534,45,270,232.8793,25.4119999999966,180
6,534,45,270,250.76,19.0930000000008,180
6,534,45,270,232.8793,25.4119999999966,180
6,734,45,315,236.4658,3.69799999999668,180
6,531,45,315,264.4007,6.79299999999785,180
6,230,90,0,315,11.5600000000049,180
6,781,90,0,225,8.67399999999907,180
6,783,90,45,307.1207,15.75,180
6,461,90,45,304.7652,13.1520000000019,180
6,465,90,90,30.89603,10.1040000000066,180
6,123,90,90,20.43283,9.91799999999785,180
6,128,90,135,45,7.72200000000157,180
6,236,90,135,45,5.52700000000186,180
6,137,90,180,123.5342,9.08599999999569,180
6,235,90,180,124.1542,13.9559999999983,180
6,124,90,225,170.8659,19.2489999999962,180
6,567,90,225,135,11.8410000000003,180
6,231,90,270,225,11.5910000000003,180
6,564,90,270,225,15.2890000000043,180
6,784,90,315,225,6.94499999999971,180
6,561,90,315,257.8286,6.41299999999319,180
6,260,135,0,225,7.87099999999919,180
6,580,135,0,225,17.1010000000024,180
6,471,135,45,259.5568,10.0749999999971,180
6,583,135,45,306.545,7.4030000000057,180
6,476,135,90,296.4751,9.58599999999569,180
6,263,135,90,311.9251,5.88199999999779,180
6,158,135,135,333.166,8.75099999999657,180
6,185,135,135,353.5119,9.38300000000163,180
6,157,135,180,45,8.63199999999779,180
6,032,135,180,68.00516,6.59200000000419,180
6,031,135,225,186.4881,19.8729999999996,180
6,154,135,225,97.8153,9.68600000000151,180
6,584,135,270,180.2247,15.4709999999977,180
6,261,135,270,135,12.6569999999992,180
6,581,135,315,220.1355,5.95400000000518,180
6,581,135,315,225,11.2569999999978,180
6,581,135,315,220.1355,5.95400000000518,180
6,581,135,315,225,11.2569999999978,180
6,250,180,0,177.9786,6.7019999999975,180
6,683,180,0,181.5724,15.4150000000009,180
6,170,180,45,225,7.11300000000483,180
6,170,180,45,225,6.7809999999954,180
6,170,180,45,225,7.11300000000483,180
6,170,180,45,225,6.7809999999954,180
6,172,180,90,262.1847,5.14999999999418,180
6,253,180,90,225,4.16599999999744,180
6,023,180,135,259.5568,7.54699999999866,180
6,256,180,135,269.7753,3.43599999999424,180
6,368,180,180,359.7753,7.75699999999779,180
6,052,180,180,345.2786,10.3119999999981,180
6,174,180,225,78.69007,4.38899999999558,180
6,024,180,225,70.36041,6.85399999999936,180
6,382,180,270,85.73878,9.95999999999913,180
6,684,180,270,81.3045,7.54299999999785,180
6,380,180,315,135,9.56499999999505,180
6,682,180,315,127.6879,4.80399999999645,180
6,572,225,0,135,7.93500000000495,180
6,570,225,0,109.24,7.44000000000233,180
6,140,225,45,154.2495,13.2809999999954,180
6,573,225,45,128.7966,8.45000000000437,180
6,142,225,90,225,5.00900000000547,180
6,576,225,90,135.4529,10.528999999995,180
6,148,225,135,232.8793,17.7920000000013,180
6,578,225,135,232.3121,5.47599999999511,180
6,147,225,180,298.94,7.31199999999808,180
6,376,225,180,282.1714,4.54400000000169,180
6,014,225,225,3.814075,11.3300000000017,180
6,357,225,225,0.2246882,6.12700000000041,180
6,574,225,270,59.70167,6.15699999999924,180
6,371,225,270,64.24953,13.2439999999988,180
6,370,225,315,125.3673,14.0550000000003,180
6,571,225,315,84.84609,4.60599999999977,180
6,873,270,0,71.97044,14.2550000000047,180
6,643,270,0,89.77531,7.4210000000021,180
6,543,270,45,65.72556,8.96899999999732,180
6,543,270,45,82.18471,6.64199999999983,180
6,543,270,45,65.72556,8.96899999999732,180
6,543,270,45,82.18471,6.64199999999983,180
6,546,270,90,83.95591,9.31900000000314,180
6,213,270,90,225,32.7770000000019,180
6,548,270,135,225,10.9459999999963,180
6,216,270,135,181.5724,5.42399999999907,180
6,648,270,180,256.9726,24.3029999999999,180
6,318,270,180,247.6199,14.3000000000029,180
6,547,270,225,251.565,13.8559999999998,180
6,317,270,225,312.4187,7.02900000000227,180
6,654,270,270,0.2246882,5.65299999999843,180
6,321,270,270,45,6.68600000000151,180
6,642,270,315,17.21319,9.95799999999872,180
6,310,270,315,40.01892,8.55099999999948,180
6,741,315,0,52.31215,10.1880000000019,180
6,510,315,0,48.57633,19.3930000000037,180
6,743,315,45,133.1449,5.54100000000471,180
6,513,315,45,98.6955,8.72099999999773,180
6,748,315,90,153.166,6.7699999999968,180
6,516,315,90,110.0372,15.5829999999987,180
6,518,315,135,180.2247,7.58200000000215,180
6,518,315,135,160.3604,7.34200000000419,180
6,518,315,135,180.2247,7.58200000000215,180
6,518,315,135,160.3604,7.34200000000419,180
6,628,315,180,225,13.3260000000009,180
6,306,315,180,232.3121,5.05599999999686,180
6,517,315,225,315,7.56999999999971,180
6,305,315,225,271.5724,9.18299999999726,180
6,302,315,270,315,3.34900000000198,180
6,624,315,270,288.0295,11.2639999999956,180
6,851,315,315,336.1001,6.67500000000291,180
6,815,315,315,315,9.90899999999965,180
