session_id,object_position,heading,target,value,time,view_point
10,520,0,0,321.31,24.2649999999994,180
10,863,0,0,353.9559,8.49700000000303,180
10,715,0,45,111.9948,6.8550000000032,180
10,523,0,45,315,9.75400000000081,180
10,718,0,90,89.77531,6.20600000000559,180
10,203,0,90,45,6.67199999999866,180
10,206,0,135,77.39984,9.83099999999831,180
10,528,0,135,45,20.6929999999993,180
10,205,0,180,255.6997,23.1259999999966,180
10,638,0,180,183.8141,5.92099999999482,180
10,527,0,225,225,20.0590000000011,180
10,507,0,225,74.85902,10.4040000000023,180
10,867,0,270,262.6262,5.9829999999929,180
10,634,0,270,257.3998,8.62099999999919,180
10,714,0,315,310.1355,15.5169999999998,180
10,632,0,315,261.7441,30.1750000000029,180
10,751,45,0,270.2247,10.9339999999938,180
10,731,45,0,299.283,4.86299999999756,180
10,735,45,45,0.2246882,9.82600000000093,180
10,410,45,45,45,15.3640000000014,180
10,406,45,90,359.7753,6.41300000000047,180
10,102,45,90,65.24146,46.976999999999,180
10,105,45,135,79.67474,7.09300000000076,180
10,538,45,135,50.39391,10.8110000000015,180
10,107,45,180,123.8453,19.7810000000027,180
10,107,45,180,66.10008,17.2180000000008,180
10,107,45,180,123.8453,19.7810000000027,180
10,107,45,180,66.10008,17.2180000000008,180
10,104,45,225,135,10.0600000000049,180
10,537,45,225,101.7414,11.1559999999954,180
10,534,45,270,141.2034,6.55399999999645,180
10,534,45,270,180.2247,8.16999999999825,180
10,534,45,270,141.2034,6.55399999999645,180
10,534,45,270,180.2247,8.16999999999825,180
10,734,45,315,225.2984,5.24199999999837,180
10,531,45,315,295.3848,39.9380000000019,180
10,230,90,0,316.6168,5.94700000000012,180
10,781,90,0,248.3925,27.8700000000026,180
10,783,90,45,299.283,5.19000000000233,180
10,461,90,45,282.6002,4.08599999999569,180
10,465,90,90,17.6223,7.97000000000116,180
10,123,90,90,315,27.5869999999995,180
10,128,90,135,294.6468,8.56200000000536,180
10,236,90,135,45.36728,9.21199999999953,180
10,137,90,180,125.0674,23.4940000000061,180
10,235,90,180,179.7753,10.377999999997,180
10,124,90,225,181.5724,22.586000000003,180
10,567,90,225,70.76001,4.70799999999872,180
